"species","feeding_group","habitat_profile","body_mass_kg","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","estimate_status","total_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,114347347.148521,250624.322517305,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",267943.34193654,-17319.0194192345,-6.46368717134848,250624,-17319
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,86131683.5469518,42904.9482176597,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",47602.2485300159,-4697.30031235619,-9.8678118311875,42905,-4697
"Buffalo","Grazer","General_Grazer",500,4562.5,86131683.5469518,18878.1772157703,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",20944.989353207,-2066.81213743672,-9.8678118311875,18878,-2067
"Burchell's zebra","Grazer","General_Grazer",320,2920,86131683.5469518,29497.151899641,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",32726.5458643859,-3229.39396474488,-9.8678118311875,29497,-3229
"Bushpig","Omnivore","Omnivore",60,547.5,89872864.7066973,164151.351062461,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",173190.13447144,-9038.78340897919,-5.21899439397325,164151,-9039
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,141961018.063041,3111474.36850501,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",3152383.32469382,-40908.9561888142,-1.29771515628695,3111474,-40909
"Duiker","Browser","Woodland_Browser",17.5,159.6875,131604019.640956,824134.760960977,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",856885.54192539,-32750.7809644132,-3.82207183596813,824135,-32751
"Eland","Mixed","Mixed_Open",500,4562.5,114347347.148521,25062.4322517305,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",26794.334193654,-1731.90194192345,-6.46368717134849,25062,-1732
"Elephant","Mixed","Large_Mixed",3500,31937.5,124516048.024148,3898.74122971891,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",4090.71341347623,-191.972183757323,-4.69287785169452,3899,-192
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,100248254.777259,52314.8100598871,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",55225.3366752983,-2910.52661541124,-5.27027409995508,52315,-2911
"Giraffe","Browser","Woodland_Browser",850,7756.25,131604019.640956,16967.480372726,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",17641.7611572874,-674.280784561448,-3.82207183596813,16967,-674
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,78057652.0631069,30550.9401421162,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",33179.1938712978,-2628.25372918156,-7.92139115668865,30551,-2628
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,63590564.0419728,4977.73495436186,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",5386.07188484953,-408.336930487666,-7.58134943642836,4978,-408
"Impala","Mixed","Mixed_Open",50,456.25,114347347.148521,250624.322517305,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",267943.34193654,-17319.0194192345,-6.46368717134848,250624,-17319
"Klipspringer","Browser","Rocky_Browser",11,100.375,103477650.569545,1030910.59097928,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",1039014.42889579,-8103.83791651519,-0.779954319318499,1030911,-8104
"Kudu","Browser","Woodland_Browser",190,1733.75,131604019.640956,75907.1490358794,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",78923.6683352333,-3016.51929935385,-3.82207183596813,75907,-3017
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,114347347.148521,125312.161258653,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",133971.67096827,-8659.50970961725,-6.46368717134848,125312,-8660
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,86131683.5469518,62927.2573859009,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",69816.6311773566,-6889.37379145575,-9.86781183118752,62927,-6889
"Red Lechwe","Grazer","Wetland_Grazer",80,730,63590564.0419728,87110.3617013325,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",94256.2579848667,-7145.89628353415,-7.58134943642836,87110,-7146
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,63590564.0419728,154862.865246813,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",167566.680861985,-12703.8156151718,-7.58134943642834,154863,-12704
"Roan","Grazer","General_Grazer",240,2190,86131683.5469518,39329.5358661881,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",43635.3944858479,-4305.85861965984,-9.86781183118751,39330,-4306
"Sable","Grazer","General_Grazer",200,1825,86131683.5469518,47195.4430394257,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",52362.4733830175,-5167.0303435918,-9.8678118311875,47195,-5167
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,78057652.0631069,225112.190520856,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",244478.270630615,-19366.0801097589,-7.92139115668866,225112,-19366
"Steenbok","Browser","Shrub_Browser",10,91.25,141961018.063041,1555737.1842525,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",1576191.66234691,-20454.4780944071,-1.29771515628695,1555737,-20454
"Vervet monkey","Omnivore","Omnivore",5,45.625,89872864.7066973,1969816.21274953,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",2078281.61365728,-108465.40090775,-5.21899439397325,1969816,-108465
"Warthog","Grazer","General_Grazer",70,638.75,86131683.5469518,134844.122969788,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",149607.066808621,-14762.9438388337,-9.86781183118751,134844,-14763
"Baboon","Omnivore","Omnivore",24,219,673565858.863356,3075643.19115687,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",3317051.56221577,-241408.371058895,-7.27779977280894,3075643,-241408
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,1334755131.79336,146274.534991053,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",155907.328362704,-9632.79337165115,-6.17853789992562,146275,-9633
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,882938310.759948,1935207.25646016,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",2106256.35920855,-171049.102748386,-8.12100113077688,1935207,-171049
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,488437576.902672,243306.389490746,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",272957.565510101,-29651.1760193553,-10.8629251451387,243306,-29651
"Buffalo","Grazer","General_Grazer",500,4562.5,488437576.902672,107054.811375928,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",120101.328824444,-13046.5174485163,-10.8629251451387,107055,-13047
"Burchell's zebra","Grazer","General_Grazer",320,2920,488437576.902672,167273.142774888,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",187658.326288194,-20385.1835133068,-10.8629251451387,167273,-20385
"Bushpig","Omnivore","Omnivore",60,547.5,673565858.863356,1230257.27646275,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",1326820.62488631,-96563.3484235578,-7.27779977280894,1230257,-96563
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,1334755131.79336,29254906.9982106,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",31181465.6725408,-1926558.67433023,-6.17853789992562,29254907,-1926559
