"species","feeding_regime","forage_profile","body_mass_kg","DMI_fraction","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","total_area_ha","valid_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,13982126.1143837,3869.41361958869,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","Current","Current","Current",3869.41361958869,0,0,3869,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,20599248.0384922,45149.0367966953,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","Current","Current","Current",45149.0367966953,0,0,45149,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,33155779.4156426,80744.6682877141,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","Current","Current","Current",80744.6682877141,0,0,80745,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,15425877.2735663,15652.8435043798,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","Current","Current","Current",15652.8435043798,0,0,15653,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,26889135.8524772,7441.29953022752,"Forage-limited potential livestock carrying capacity",310067.381282278,310067.381282278,0,0,"Conservancy","Conservancy_25","Okamatapati","Current","Current","Current",7441.29953022752,0,0,7441,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,41995759.0711178,92045.4993339569,"Forage-limited potential livestock carrying capacity",310067.381282278,310067.381282278,0,0,"Conservancy","Conservancy_25","Okamatapati","Current","Current","Current",92045.4993339569,0,0,92045,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,72078107.36183,175532.68155088,"Forage-limited potential livestock carrying capacity",310067.381282278,310067.381282278,0,0,"Conservancy","Conservancy_25","Okamatapati","Current","Current","Current",175532.68155088,0,0,175533,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,30622978.2301816,31073.5446272771,"Forage-limited potential livestock carrying capacity",310067.381282278,310067.381282278,0,0,"Conservancy","Conservancy_25","Okamatapati","Current","Current","Current",31073.5446272771,0,0,31074,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,53027714.7825326,14674.889935667,"Forage-limited potential livestock carrying capacity",613040.773640216,613040.773640216,0,0,"Conservancy","Conservancy_26","Otjituuo","Current","Current","Current",14674.889935667,0,0,14675,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,82936125.8476609,181777.810077065,"Forage-limited potential livestock carrying capacity",613040.773640216,613040.773640216,0,0,"Conservancy","Conservancy_26","Otjituuo","Current","Current","Current",181777.810077065,0,0,181778,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,142542862.172798,347136.346235124,"Forage-limited potential livestock carrying capacity",613040.773640216,613040.773640216,0,0,"Conservancy","Conservancy_26","Otjituuo","Current","Current","Current",347136.346235124,0,0,347136,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,60419108.1473215,61308.0752382765,"Forage-limited potential livestock carrying capacity",613040.773640216,613040.773640216,0,0,"Conservancy","Conservancy_26","Otjituuo","Current","Current","Current",61308.0752382765,0,0,61308,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,29254178.4182123,8095.8014164141,"Forage-limited potential livestock carrying capacity",320405.20616238,320405.20616238,0,0,"Conservancy","Conservancy_27","Ozonahi","Current","Current","Current",8095.8014164141,0,0,8096,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,44489272.1199089,97510.7334134989,"Forage-limited potential livestock carrying capacity",320405.20616238,320405.20616238,0,0,"Conservancy","Conservancy_27","Ozonahi","Current","Current","Current",97510.7334134989,0,0,97511,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,74241842.7490733,180802.052356952,"Forage-limited potential livestock carrying capacity",320405.20616238,320405.20616238,0,0,"Conservancy","Conservancy_27","Ozonahi","Current","Current","Current",180802.052356952,0,0,180802,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,32851451.6609721,33334.8063530919,"Forage-limited potential livestock carrying capacity",320405.20616238,320405.20616238,0,0,"Conservancy","Conservancy_27","Ozonahi","Current","Current","Current",33334.8063530919,0,0,33335,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,81845386.5719219,22649.8925064126,"Forage-limited potential livestock carrying capacity",912347.059787072,912347.059787072,0,0,"Conservancy","Conservancy_28","N#a Jaqna","Current","Current","Current",22649.8925064126,0,0,22650,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,125618819.138418,275328.918659546,"Forage-limited potential livestock carrying capacity",912347.059787072,912347.059787072,0,0,"Conservancy","Conservancy_28","N#a Jaqna","Current","Current","Current",275328.918659546,0,0,275329,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,211680643.228397,515508.415776918,"Forage-limited potential livestock carrying capacity",912347.059787072,912347.059787072,0,0,"Conservancy","Conservancy_28","N#a Jaqna","Current","Current","Current",515508.415776918,0,0,515508,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,92294810.7840071,93652.7760365369,"Forage-limited potential livestock carrying capacity",912347.059787072,912347.059787072,0,0,"Conservancy","Conservancy_28","N#a Jaqna","Current","Current","Current",93652.7760365369,0,0,93653,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,50666708.0035464,14021.5049131165,"Forage-limited potential livestock carrying capacity",192294.769446692,192294.769446692,0,0,"Conservancy","Conservancy_29","!Han /Awab","Current","Current","Current",14021.5049131165,0,0,14022,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,48980647.4323092,107354.843687253,"Forage-limited potential livestock carrying capacity",192294.769446692,192294.769446692,0,0,"Conservancy","Conservancy_29","!Han /Awab","Current","Current","Current",107354.843687253,0,0,107355,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,30804919.6549767,75019.5912449965,"Forage-limited potential livestock carrying capacity",192294.769446692,192294.769446692,0,0,"Conservancy","Conservancy_29","!Han /Awab","Current","Current","Current",75019.5912449965,0,0,75020,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,46390998.0255726,47073.5647139245,"Forage-limited potential livestock carrying capacity",192294.769446692,192294.769446692,0,0,"Conservancy","Conservancy_29","!Han /Awab","Current","Current","Current",47073.5647139245,0,0,47074,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,21497164.3693533,5949.12532706608,"Forage-limited potential livestock carrying capacity",274806.224434453,274806.224434453,0,0,"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Current",5949.12532706608,0,0,5949,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,22668636.1061915,49684.681876584,"Forage-limited potential livestock carrying capacity",274806.224434453,274806.224434453,0,0,"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Current",49684.681876584,0,0,49685,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,19573634.1688634,47667.9066517222,"Forage-limited potential livestock carrying capacity",274806.224434453,274806.224434453,0,0,"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Current",47667.9066517222,0,0,47668,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,22593134.4570597,22925.5550046267,"Forage-limited potential livestock carrying capacity",274806.224434453,274806.224434453,0,0,"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Current",22925.5550046267,0,0,22926,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,6040751.86893975,1671.71768892756,"Forage-limited potential livestock carrying capacity",157033.320725228,157033.320725228,0,0,"Conservancy","Conservancy_31","Anabeb","Current","Current","Current",1671.71768892756,0,0,1672,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,8772269.58366625,19226.8922381726,"Forage-limited potential livestock carrying capacity",157033.320725228,157033.320725228,0,0,"Conservancy","Conservancy_31","Anabeb","Current","Current","Current",19226.8922381726,0,0,19227,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,13855022.0385466,33741.3017681499,"Forage-limited potential livestock carrying capacity",157033.320725228,157033.320725228,0,0,"Conservancy","Conservancy_31","Anabeb","Current","Current","Current",33741.3017681499,0,0,33741,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,7883171.13914993,7999.15894383555,"Forage-limited potential livestock carrying capacity",157033.320725228,157033.320725228,0,0,"Conservancy","Conservancy_31","Anabeb","Current","Current","Current",7999.15894383555,0,0,7999,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,6338266.13541856,1754.05178785625,"Forage-limited potential livestock carrying capacity",74356.4684992881,74356.4684992881,0,0,"Conservancy","Conservancy_32","Ozondundu","Current","Current","Current",1754.05178785625,0,0,1754,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,9960496.55345931,21831.2253226505,"Forage-limited potential livestock carrying capacity",74356.4684992881,74356.4684992881,0,0,"Conservancy","Conservancy_32","Ozondundu","Current","Current","Current",21831.2253226505,0,0,21831,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,17204957.3895408,41899.4396092317,"Forage-limited potential livestock carrying capacity",74356.4684992881,74356.4684992881,0,0,"Conservancy","Conservancy_32","Ozondundu","Current","Current","Current",41899.4396092317,0,0,41899,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,7249557.60530333,7356.22283643159,"Forage-limited potential livestock carrying capacity",74356.4684992881,74356.4684992881,0,0,"Conservancy","Conservancy_32","Ozondundu","Current","Current","Current",7356.22283643159,0,0,7356,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,2885965.5608983,798.662117309618,"Forage-limited potential livestock carrying capacity",246593.077727635,246593.077727635,0,0,"Conservancy","Conservancy_33","Sesfontein","Current","Current","Current",798.662117309618,0,0,799,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,4691414.3205598,10282.5519354735,"Forage-limited potential livestock carrying capacity",246593.077727635,246593.077727635,0,0,"Conservancy","Conservancy_33","Sesfontein","Current","Current","Current",10282.5519354735,0,0,10283,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,8295824.69550988,20202.9216329008,"Forage-limited potential livestock carrying capacity",246593.077727635,246593.077727635,0,0,"Conservancy","Conservancy_33","Sesfontein","Current","Current","Current",20202.9216329008,0,0,20203,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,6106823.35369635,6196.67514327382,"Forage-limited potential livestock carrying capacity",246593.077727635,246593.077727635,0,0,"Conservancy","Conservancy_33","Sesfontein","Current","Current","Current",6196.67514327382,0,0,6197,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,3960188.00434952,1095.94243928311,"Forage-limited potential livestock carrying capacity",48637.6079732007,48637.6079732007,0,0,"Conservancy","Conservancy_34","George Mukoya","Current","Current","Current",1095.94243928311,0,0,1096,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,6191047.49799911,13569.4191736967,"Forage-limited potential livestock carrying capacity",48637.6079732007,48637.6079732007,0,0,"Conservancy","Conservancy_34","George Mukoya","Current","Current","Current",13569.4191736967,0,0,13569,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,10985564.9754224,26753.2784789588,"Forage-limited potential livestock carrying capacity",48637.6079732007,48637.6079732007,0,0,"Conservancy","Conservancy_34","George Mukoya","Current","Current","Current",26753.2784789588,0,0,26753,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,4452630.8412495,4518.14392820852,"Forage-limited potential livestock carrying capacity",48637.6079732007,48637.6079732007,0,0,"Conservancy","Conservancy_34","George Mukoya","Current","Current","Current",4518.14392820852,0,0,4518,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,5501108.8399401,1522.37687558879,"Forage-limited potential livestock carrying capacity",61464.15982691,61464.15982691,0,0,"Conservancy","Conservancy_35","Muduva Nyangana","Current","Current","Current",1522.37687558879,0,0,1522,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,8345884.67784706,18292.3499788429,"Forage-limited potential livestock carrying capacity",61464.15982691,61464.15982691,0,0,"Conservancy","Conservancy_35","Muduva Nyangana","Current","Current","Current",18292.3499788429,0,0,18292,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,14077078.9407941,34282.079612284,"Forage-limited potential livestock carrying capacity",61464.15982691,61464.15982691,0,0,"Conservancy","Conservancy_35","Muduva Nyangana","Current","Current","Current",34282.079612284,0,0,34282,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,6138458.18158594,6228.7754252521,"Forage-limited potential livestock carrying capacity",61464.15982691,61464.15982691,0,0,"Conservancy","Conservancy_35","Muduva Nyangana","Current","Current","Current",6228.7754252521,0,0,6229,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,446800.077261581,123.647454617844,"Forage-limited potential livestock carrying capacity",5346.35771764114,5346.35771764114,0,0,"Conservancy","Conservancy_36","Shamungwa","Current","Current","Current",123.647454617844,0,0,124,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,697918.451109416,1529.6842764042,"Forage-limited potential livestock carrying capacity",5346.35771764114,5346.35771764114,0,0,"Conservancy","Conservancy_36","Shamungwa","Current","Current","Current",1529.6842764042,0,0,1530,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1223038.44207445,2978.48022423003,"Forage-limited potential livestock carrying capacity",5346.35771764114,5346.35771764114,0,0,"Conservancy","Conservancy_36","Shamungwa","Current","Current","Current",2978.48022423003,0,0,2978,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,505617.734586056,513.057061984836,"Forage-limited potential livestock carrying capacity",5346.35771764114,5346.35771764114,0,0,"Conservancy","Conservancy_36","Shamungwa","Current","Current","Current",513.057061984836,0,0,513,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,10165938.0837875,2813.32173344056,"Forage-limited potential livestock carrying capacity",50893.4069653979,50893.4069653979,0,0,"Conservancy","Conservancy_37","King Nehale","Current","Current","Current",2813.32173344056,0,0,2813,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,11023002.7520294,24160.0060318452,"Forage-limited potential livestock carrying capacity",50893.4069653979,50893.4069653979,0,0,"Conservancy","Conservancy_37","King Nehale","Current","Current","Current",24160.0060318452,0,0,24160,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,10224537.9737369,24899.9402708965,"Forage-limited potential livestock carrying capacity",50893.4069653979,50893.4069653979,0,0,"Conservancy","Conservancy_37","King Nehale","Current","Current","Current",24899.9402708965,0,0,24900,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,9694411.91413017,9837.0491264639,"Forage-limited potential livestock carrying capacity",50893.4069653979,50893.4069653979,0,0,"Conservancy","Conservancy_37","King Nehale","Current","Current","Current",9837.0491264639,0,0,9837,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,3048726.76637669,843.704653764132,"Forage-limited potential livestock carrying capacity",265413.178318258,265413.178318258,0,0,"Conservancy","Conservancy_38","Doro !nawas Area1","Current","Current","Current",843.704653764132,0,0,844,0
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,4478293.25168199,9815.43726396052,"Forage-limited potential livestock carrying capacity",265413.178318258,265413.178318258,0,0,"Conservancy","Conservancy_38","Doro !nawas Area1","Current","Current","Current",9815.43726396052,0,0,9815,0
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,7094845.01512346,17278.1613762519,"Forage-limited potential livestock carrying capacity",265413.178318258,265413.178318258,0,0,"Conservancy","Conservancy_38","Doro !nawas Area1","Current","Current","Current",17278.1613762519,0,0,17278,0
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,6417342.22669107,6511.76278710407,"Forage-limited potential livestock carrying capacity",265413.178318258,265413.178318258,0,0,"Conservancy","Conservancy_38","Doro !nawas Area1","Current","Current","Current",6511.76278710407,0,0,6512,0
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,33536646.7607877,9280.9317173897,"Forage-limited potential livestock carrying capacity",382541.727064809,382541.727064809,0,0,"Conservancy","Conservancy_39","African Wild Dog","Current","Current","Current",9280.9317173897,0,0,9281,0
